Артикул,Название товара,Ссылка,Цена,Цена со скидкой,Бренд
612307,"Сыр Vitalat Камамбер мягкий с белой плесенью 45%, 125г",https://online.metro-cc.ru/products/vitalat-kamamber-45-125g-bzmzh,264,229,VITALAT
225501,"Сыр Natura selection Matured Havarti выдержанный 45%, 200г",https://online.metro-cc.ru/products/200g-syr-havarti-45-natura-selection-vyderzh-bzmzh,309,0,NATURA SELECTION
214929,"Сыр плавленый Карат Дружба в ломтиках 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-druzhba-25-karat-slaysy-bzmzh,88.9,0,КАРАТ
621733,"METRO Chef Сыр Эмменталер 45%, ~1кг",https://online.metro-cc.ru/products/emmentaler-metro-chef-45-brusok-1-kg,1429,0,METRO CHEF
215073,"aro Продукт молокосодержащий Российский новый 50%, ~2.6кг",https://online.metro-cc.ru/products/26-kg-molokosod-prod-rossiyskiy-novyy-50-aro,1505.4,0,ARO
578674,"Сыр Тревиль Бри с белой плесенью 45%, 120г",https://online.metro-cc.ru/products/trevil-bri-s-beloj-45-120g-bzmzh,238,0,ТРЕВИЛЬ
134960,"Сыр плавленый Hochland Ассорти желтое треугольники 50%, 140г",https://online.metro-cc.ru/products/plavlennyj-hochland-assorti-zheltoe-50-140g-bzmzh,165,129,HOCHLAND
226180,"Сыр Тысяча озёр Утренний полутвердый 45%, 200г",https://online.metro-cc.ru/products/200g-syr-utrenniy-45-tysyacha-ozyor-kusok-bzmzh,249,0,ТЫСЯЧА ОЗЁР
215072,"aro Продукт молокосодержащий Гауда полутвердый нарезка 45%, ~2.6кг",https://online.metro-cc.ru/products/26-kg-molokosoderzhaschiy-produkt-gauda-45-aro,1427.4,0,ARO
240214,"Сыр Chef Works мягкий 40%, 800г",https://online.metro-cc.ru/products/800g-syr-myagkiy-40-chef-works-bzmzh,389,0,CHEF WORKS
531397,"Сыр плавленый Карат шоколадный 30%, 230г",https://online.metro-cc.ru/products/karat-shokoladnyj-30-230-g-bzmzh,169,0,КАРАТ
217805,"Сыр Laime Премиум полутвердый 50%, 200г",https://online.metro-cc.ru/products/200g-syr-premium-50-laime-bzmzh,248,209,LAIME
576012,"Сыр плавленый Viola сливочный в ломтиках 45%, 140г",https://online.metro-cc.ru/products/viola-slivochnyj-140g-bzmzh,153,125,VIOLA
90740,"Сыр плавленый Viola Чеддер в ломтиках 45%, 140г",https://online.metro-cc.ru/products/slivochnyj-valio-viola-chetyre-60-140g-bzmzh,153,125,VIOLA
120580,"Сыр Columbus Маасдам копченый 45%, ~1кг",https://online.metro-cc.ru/products/1kg-45-columbus-maasdam-kopchenyj-bzmzh,1499,0,COLUMBUS
532870,"Сыр Cheese Gallery Лайт полутвердый нарезка 20%, 150г",https://online.metro-cc.ru/products/cheese-gallery-light-narezka-20-150g-bzmzh,199,0,CHEESE GALLERY
227595,"Сыр Laplandia Emmental полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-syr-emmental-45-laplandia-kusok-bzmzh,329,279,LAPLANDIA
134959,"Сыр плавленый Hochland Ассорти с грибами треугольники 50%, 140г",https://online.metro-cc.ru/products/plavlennyj-hochland-assorti-s-gribami-50-140g-bzmzh,165,129,HOCHLAND
329082,"Сыр плавленый President с ветчиной в ломтиках, 150г",https://online.metro-cc.ru/products/president-master-buterbrodov-s-vetchinoj-150-g-bzmzh,143,0,PRESIDENT
277076,"Сыр плавленый President Маасдам в ломтиках 45%, 150г",https://online.metro-cc.ru/products/president-master-buterbrodov-maazdam-150-g,143,0,PRESIDENT
272898,"Сыр Предгорье Кавказа Чечил спагетти копченый 45%, 100г",https://online.metro-cc.ru/products/kopchenyj-predgorye-kavkaza-chechil-spagetti-100g-bzmzh,189,0,ПРЕДГОРЬЕ КАВКАЗА
667678,"Сыр плавленый Hochland сливочный в ломтиках, 150г",https://online.metro-cc.ru/products/hochland-klassicheskij-slivochnyj-150g,152,0,HOCHLAND
585119,"Сыр плавленый Карат с ветчиной 45%, 400г",https://online.metro-cc.ru/products/karat-s-vetchinoj-400-g-bzmzh,274,0,КАРАТ
663846,"Сыр плавленый President Классическая коллекция треугольники, 140г",https://online.metro-cc.ru/products/president-klassicheskaya-kollekciya-140g,132,0,PRESIDENT
621671,"METRO Chef Сыр Маасдам полутвердый нарезка 45%, 1кг",https://online.metro-cc.ru/products/maasdam-narezka-45-metro-chef-1-kg,1379,0,METRO CHEF
528064,"Сыр плавленый Valio Viola с беконом, 400г",https://online.metro-cc.ru/products/valio-viola-s-bekonom-400-g-bzmzh,369,0,VIOLA
221861,"METRO Chef Сыр тильзитер нарезка 45%, 150г",https://online.metro-cc.ru/products/150g-syr-tilziter-45-metro-chef-narezka-bzmzh,193,0,METRO CHEF
120652,"Сыр творожный Экомилк 60%, 400г",https://online.metro-cc.ru/products/400g-60-ekomilk-bzmzh,293,0,ЭКОМИЛК
44359,"Сыр Jalo Kerma сливочный нарезка, 140г",https://online.metro-cc.ru/products/slivochnyj-jalo-kerma-140-g-v-narezke,175,0,JALO KERMA
211633,"Сыр Кабош Perla Di Latte Intensiva полутвердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-50-kabosh-perla-di-latte-intensiva-bzmzh,429,0,КАБОШ
533064,"Сыр Cheese Gallery Чеддер белый полутвердый нарезка 50%, 150г",https://online.metro-cc.ru/products/syr-cheese-gallery-chedder-beliy-50-150g,233,0,CHEESE GALLERY
215076,"aro Продукт молокосодержащий сливочный 40%, 500г",https://online.metro-cc.ru/products/05-kg-molokosod-prod-slivochnyy-40-aro,182,0,ARO
255076,"Сыр плавленый Viola сливочный 16 порций треугольники 45%, 260г",https://online.metro-cc.ru/products/260g-syr-plavlenyy-45-viola-slivochnyy-16-portsiy-bzmzh,249,229,VIOLA
259862,"Сыр плавленый Viola Шоколадный десерт ГОСТ 30%, 180г",https://online.metro-cc.ru/products/180g-syr-plav-30-viola-shokoladnyy-desert-gost-bzmzh,205,0,VIOLA
258619,"Сыр творожный Hochland Фетакса Сливочный с добавлением рассольного сыра 60%, 140г",https://online.metro-cc.ru/products/140g-syr-tvorozh-60-fetaksa-hochland-slivochnyy-gost-bzmzh,162,0,HOCHLAND
270696,"Сыр Le Superbe Фьор Делле Альпи 50%, 150г",https://online.metro-cc.ru/products/150g-syr-for-delle-alpi-50-le-superbe-bzmzh,679,629,LE SUPERBE
203763,"Сыр Viola Голландский полутвердый нарезка 45%, 120г",https://online.metro-cc.ru/products/120g-syr-45-viola-gollandskiy-narezka-bzmzh,212,0,VIOLA
243274,"Продукт рассольный Сиртаки для греческого салата 55%, 330г",https://online.metro-cc.ru/products/produkt-rassolnyy-sirtaki-dlya-grecheskogo-salata-55-330g,262,0,СИРТАКИ
95340,"Сыр Киприно Алтайский полутвердый нарезка 50%, 125г",https://online.metro-cc.ru/products/altajskij-kiprino-50-125-g-narezka-bzmzh,223,0,КИПРИНО
208842,"Сыр Unagrande моцарелла фиор ди латте 45%, 125г",https://online.metro-cc.ru/products/125g-syr-motsarella-45-unagrande-fior-di-latte-bzmzh,165,149,UNAGRANDE
116686,"Сыр плавленый Карат с зеленью 45%, 90г",https://online.metro-cc.ru/products/karat-s-zelenyu-45-90-g-bzmzh,62.9,0,КАРАТ
640598,"Сыр Ипатов Мастерская сыра Камамбер козий мягкий 50%, 125г",https://online.metro-cc.ru/products/ipatov-masterskaya-kamamber-125-g,499,399,ИПАТОВ
206441,"Сыр Laime Тет де муан розочки твердый 51%, 50г",https://online.metro-cc.ru/products/50g-syr-tet-de-muan-51-laime-rozochki-bzmzh,569,0,LAIME
223257,"Сыр President Greco рассольный 45%, 250г",https://online.metro-cc.ru/products/250g-syr-rassolnyy-45-president-greco-bzmzh,264,229,PRESIDENT
117478,"Сыр Galbani Буррата мягкий 50%, 100г",https://online.metro-cc.ru/products/burrata-galbani-50-100g-bzmzh,245,229,GALBANI
271899,"Сыр Dorblu с голубой плесенью и трюфелем 50%, 120г",https://online.metro-cc.ru/products/120g-syr-50-dorblu-glb-plesentryufel-bzmzh,449,389,DORBLU
258618,"Сыр творожный Hochland с чесноком 60%, 140г",https://online.metro-cc.ru/products/140g-syr-tvorozh-60-hochland-s-chesnokom-gost-bzmzh,162,0,HOCHLAND
134938,"Сыр плавленый Hochland с ветчиной треугольники 50%, 140г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-vetchinoj-50-140g-bzmzh,165,0,HOCHLAND
227594,"Сыр Laplandia Эдам полутвердый без лактозы 45%, 180г",https://online.metro-cc.ru/products/syr-laplandia-edam-polutverdiy-bez-laktozy-45-180g,349,269.01,LAPLANDIA
626296,"Сыр Умалат Четук мягкий 45%, 370г",https://online.metro-cc.ru/products/art-626296,369,0,УМАЛАТ
120585,"Сыр плавленый Viola с креветками 35%, 400г",https://online.metro-cc.ru/products/400g-50-viola-s-krevetkami-bzmzh,369,0,VIOLA
129708,"Тофу Veg's Шелковый, 160г",https://online.metro-cc.ru/products/tofu-veg-039s-shelkovyj-160g,142,0,VEG`S
236672,"Продукт соевый Jions тофу шелковистый, 300г",https://online.metro-cc.ru/products/300g-produkt-soevyy-tofu-jions-shelkovistyy,369,0,JIONS
256263,"Сыр голландский Viola кусок 45%, 180г",https://online.metro-cc.ru/products/180g-syr-gollandsky-45-viola-kusok-bzmzh,237,205,VIOLA
465113,"Сыр плавленый Viola с белыми грибами треугольники 45%, 130г",https://online.metro-cc.ru/products/viola-s-belymi-gribami-130-g-bzmzh,128,115.01,VIOLA
134941,"Сыр плавленый Hochland с грибами 55%, 400г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-gribami-55-400g-bzmzh,339,0,HOCHLAND
659073,"Сыр Laime Пармезан 9 месяцев созревания твердый колотый 40%, 125г",https://online.metro-cc.ru/products/hard-cheese-collection-parmezan-9-mesyacev-kolotyj-40-125g-bzmzh,549,0,LAIME
109119,"Сыр Тысяча озёр Лапландский полутвердый 45%, 380г",https://online.metro-cc.ru/products/laplandskij-tysyacha-ozer-kusok-380g,499,0,ТЫСЯЧА ОЗЁР
63743,"Сыр Schonfeld Блю с голубой плесенью 54%, 100г",https://online.metro-cc.ru/products/schonfeld-s-goluboj-blue-100-g,359,0,SCHONFELD
241690,"Сыр Кабош Сливочный полутвердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-slivochnyy-50-kabosh-kusok-bzmzh,228,199,КАБОШ
133309,"Сыр Тысяча озёр Лапландский полутвердый нарезка 45%, 150г",https://online.metro-cc.ru/products/laplandskij-tysyacha-ozer-narezka-45-150g-bzmzh,243,0,ТЫСЯЧА ОЗЁР
44242,"Сыр Mlekara Sabac Mediteraneo Брынза с морской солью 25%, 250г",https://online.metro-cc.ru/products/mediteraneo-morskaya-sol-25-250g-bzmzh,228,204,MLEKARA SABAC
227593,"Сыр Viola Бутербродный полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-syr-45-viola-buterbrodnyy-kusok-bzmzh,212,204,VIOLA
666475,"Сыр плавленый Viola 4 сыра 45%, 180г",https://online.metro-cc.ru/products/slivochnyj-viola-4-doj-pak-45-180g-mdzh,147,134,VIOLA
79851,"Сыр мягкий Hochland Professional в рассоле 45%, 480г",https://online.metro-cc.ru/products/syr-myagkiy-hochland-professional-v-rassole-45-480g,349,324,HOCHLAND
254052,"Сыр плавленый President с грибами, 400г",https://online.metro-cc.ru/products/art-254052,339,279,PRESIDENT
241714,"Сыр Кабош Perla di Latte Delicata твердый нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-syr-perla-di-latte-delikata-50-kabosh-narezka-bzmzh,253,189,КАБОШ
534752,"Сыр плавленый Hochland со Швейцарским сыром, 200г",https://online.metro-cc.ru/products/hochland-so-shvejcarskim-200g-bzmzh,208,0,HOCHLAND
243926,"Сыр President Le Cremiot с белой плесенью 60%, 200г",https://online.metro-cc.ru/products/200g-syr-60-president-le-cremiot-s-beloy-plesenyu-bzmzh,499,0,PRESIDENT
88182,"Сыр плавленый Карат с ветчиной 45%, 200г",https://online.metro-cc.ru/products/art-88182,144,0,КАРАТ
129716,"Сыр Whitecheese from Zhukovka Камамбер 50%, 125г",https://online.metro-cc.ru/products/125g-kamamber-50-zhukovka-bzmzh,293,0,WHITECHEESE FROM ZHUKOVKA
120579,"Сыр плавленый Hochland Ассорти сливочный с беконом треугольники, 140г",https://online.metro-cc.ru/products/slivochnyj-hochland-assorti-s-bekonom-140g-bzmzh,165,0,HOCHLAND
60919,"Сыр Schonfeld Швейцарский Турмезан полутвердый нарезка 52%, 125г",https://online.metro-cc.ru/products/schonfeld-swiss-thurmesan-narezka-52-125g-bzmzh,449,0,SCHONFELD
129255,"Сыр Сернурский СЗ Халумис 50%, 200г",https://online.metro-cc.ru/products/sernurskij-halumis-50-200g-bzmzh,286,0,СЕРНУРСКИЙ СЗ
213133,"Сыр Кабош Kilt полутвердый 45%, ~1кг",https://online.metro-cc.ru/products/1kg-syr-kilt-45-kabosh-bzmzh,1199,899,КАБОШ
101538,"Сыр плавленый Сиртаки Feta Greek с овечьим сыром 45%, 200г",https://online.metro-cc.ru/products/sirtaki-feta-greek-45-200-g,173,119,СИРТАКИ
213119,"Сыр Кабош Casa Brava полутвердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-casa-brava-50-kabosh-kusok-bzmzh,349,279,КАБОШ
220092,"Сыр Columbus Тильзитер полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-45-tilziter-columbus-narezka-bzmzh,158,0,COLUMBUS
118502,"Сыр Depardieu Recommande Parmedjano Perfetto твердый 45%, 250г",https://online.metro-cc.ru/products/250g-45-parmedjano-perfetto-24m-bzmzh,809,0,DEPARDIEU RECOMMANDE
270697,"Сыр Le Superbe Диаболо-гурмэ 50%, 180г",https://online.metro-cc.ru/products/180g-syr-diabolo-gurme-50-le-superbe-bzmzh,789,749,LE SUPERBE
526311,"Сыр Galbani Маскарпоне Дукат мягкий 80%, 250г",https://online.metro-cc.ru/products/maskarpone-galbani-dukat-250-g-bzmzh,459,0,GALBANI
31678,"Сырная тарелка Parmezan&Marzipan 32-40%, 140г",https://online.metro-cc.ru/products/tarelka-say-cheese-parmesan-marzipan-140g-bzmzh,419,0,PARMEZAN&MARZIPAN
134956,"Сыр плавленый Hochland с грибами в ломтиках 45%, 150г",https://online.metro-cc.ru/products/plavlenyj-hochland-s-gribami-45-150g-bzmzh,152,0,HOCHLAND
76700,"Сырный продукт Green Idea Vegmozzarella Моцарелла, 200г",https://online.metro-cc.ru/products/art-76700,266,0,GREEN IDEA
567733,"Сыр Тревиль Камамбер Классический с белой плесенью, 130г",https://online.metro-cc.ru/products/art-567733,242,0,ТРЕВИЛЬ
254434,"Сыр плавленый Pir Professional Эмменталь в ломтиках 45%, 738г",https://online.metro-cc.ru/products/738g-syr-plav-45-pir-professional-emmental-lomtiki-bzmzh,789,0,PIR PROFESSIONAL
241684,"Сыр Кабош Perla di Latte Delicata твердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-perla-di-latte-delikata-50-kabosh-kusok-bzmzh,359,0,КАБОШ
228869,"Сыр Предгорье Кавказа адыгейский Халяль 45%, 300г",https://online.metro-cc.ru/products/300g-syr-adygeyskiy-45-predgore-kavkaza-halyal-bzmzh,369,0,ПРЕДГОРЬЕ КАВКАЗА
254894,"Сыр Ларец с грецкими орехами кусок 45%, 245г",https://online.metro-cc.ru/products/245g-syr-45-larets-s-gretskimi-orehami-kusok-bzmzh,389,0,ЛАРЕЦ
60921,"Сыр Schonfeld Швейцарский Маасдам полутвердый нарезка 48%, 125г",https://online.metro-cc.ru/products/fasovannyj-schonfeld-swiss-maasdam-narezka-48-125g-bzmzh,349,0,SCHONFELD
54359,"Сыр Picсante Galbani с голубой плесенью 62%, 125г",https://online.metro-cc.ru/products/s-goluboj-picsante-galbani-125g-bzmzh,359,0,GALBANI
130368,"Сыр Тысяча озёр Утренний полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-45-utrennij-tysyacha-ozyor-nar-bzmzh,197,135,ТЫСЯЧА ОЗЁР
270698,"Сыр Le Superbe Грюйер 50%, 150г",https://online.metro-cc.ru/products/150g-syr-gryuyer-50-lesuperbe-bzmzh,749,699,LE SUPERBE
132382,"Сыр плавленый Карат Янтарь 45%, 400г",https://online.metro-cc.ru/products/syr-plavlennyy-45-karat-yantar-400g-bzmzh,255,0,КАРАТ
610975,"Сыр Предгорье Кавказа Чечил Коса копченый, 180г",https://online.metro-cc.ru/products/chechil-predgorye-kavkaza-kosa-kopchenyj-180g-bzmzh,309,0,ПРЕДГОРЬЕ КАВКАЗА
226167,"Сыр плавленый President Маасдам 45%, 400г",https://online.metro-cc.ru/products/400g-plavlenyy-syr-45-president-maasdam-bzmzh,359,279,PRESIDENT
225643,"METRO Chef Сыр Чечил-спагетти 45%, 500г",https://online.metro-cc.ru/products/500g-syr-chechil-spagetti-45-metro-chef-bzmzh,729,0,METRO CHEF
258614,"Сыр Hochland Фетакса легкая в рассоле 28%, 275г",https://online.metro-cc.ru/products/275g-syr-myagkiy-v-rassole-28-fetaksa-hochland-legkiy-bzmzh,223,209,HOCHLAND
626013,"Сыр Pretto Фиор Ди Латте Моцарелла в воде 45%, 100г",https://online.metro-cc.ru/products/art-626013,127,0,PRETTO
87425,"Сыр Киприно Швейцарский Premium твердый нарезка, 350г",https://online.metro-cc.ru/products/shvejcarskij-kiprino-premium-slajsy-350g-bzmzh,689,0,КИПРИНО
106972,"Сыр плавленый Карат шоколадно-ореховый 30%, 230г",https://online.metro-cc.ru/products/karat-shokoladno-orehovyj-desertnyj-30-230-g,169,0,КАРАТ
140700,"Сыр Unagrande Рикотта 50%, 200г",https://online.metro-cc.ru/products/200g-syr-50-rikotta-unagrande-bzmzh,194,0,UNAGRANDE
211646,"Сыр Кабош Levenkaas полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-syr-45-kabosh-levenkaas-bzmzh,349,0,КАБОШ
346538,"Сыр плавленый Hochland Маасдам в ломтиках, 150г",https://online.metro-cc.ru/products/hochland-tostovyj-maasdam-150g-bzmzh,152,0,HOCHLAND
256823,"Сыр Эконива Легкий полутвердый 37%, 200г",https://online.metro-cc.ru/products/200g-syr-legkiy-37-ekoniva-bzmzh,213,0,ЭКОНИВА
122606,"Сыр Cheese Gallery Эмменталь полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-45-sneese-gallery-emment-kus-bzmzh,266,0,CHEESE GALLERY
14603,"Сыр плавленый Карат Дружба 45%, 230г",https://online.metro-cc.ru/products/karat-druzhba-45-230-g,149,0,КАРАТ
226200,"Сыр Киприно Маасдам полутвердый 45%, 200г",https://online.metro-cc.ru/products/200g-syr-maasdam-45-kiprino-kusok-bzmzh,319,0,КИПРИНО
593831,"Сыр Le Superbe Emmentaler полутвердый нарезка 50%, 150г",https://online.metro-cc.ru/products/lustenberger-emmentaler-narezka-50-150-g-bzmzh,639,0,LE SUPERBE
247651,"Сыр Радость вкуса для жарки полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-syr-dzharki-45-radost-vkusa-bzmzh,208,169,РАДОСТЬ ВКУСА
239336,"Сыр плавленый Viola российский Избранное ассорти треугольники 45%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-45-viola-ros-izbrannoe-assorti-bzmzh,128,115.01,VIOLA
256236,"Сыр бри Bonne Minute с белой плесенью 60%, 125г",https://online.metro-cc.ru/products/125g-syr-bri-60-bonne-minute-s-beloy-plesenyu-bzmzh,294,0,BONNE MINUTE
72776,"Сыр плавленый President сливочный треугольники, 140г",https://online.metro-cc.ru/products/art-72776,132,0,PRESIDENT
124433,"Сыр Эндорф Loutter полутвердый 45%, 200г",https://online.metro-cc.ru/products/200g-50-endorf-loutter-p-tv-bzmzh,294,0,ЭНДОРФ
211639,"Сыр Кабош Maestro Batista Classico твердый нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-syr-50-kabosh-maestro-battista-classico-nar-bzmzh,255,0,КАБОШ
95360,"Сыр растительный Green Idea Пармезан тертый на основе крахмала 26%, 200г",https://online.metro-cc.ru/products/rastitelnyj-parmezan-green-idea-26-200-g,309,0,GREEN IDEA
518844,"Сыр Terra del Gusto Парреджио твердый 40%, ~200г",https://online.metro-cc.ru/products/terra-del-gusto-parredzhio-bzmzh,399.8,0,TERRA DEL GUSTO
105439,"Сыр Cheese Gallery Гауда полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/cheese-gallery-gauda-slajs-125g,184,0,CHEESE GALLERY
93977,"Сыр Cheese Gallery Маасдам полутвердый 45%, 180г",https://online.metro-cc.ru/products/cheese-gallery-maasdam-45-kusok-180-g-bzmzh,282,0,CHEESE GALLERY
120596,"Сыр Columbus Маасдамер полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-45-maasdamer-columbus-narez-bzmzh,179,0,COLUMBUS
232450,"Сырный продукт Terra del Gusto Chef Pizza Topping полутвердый 50%, ~1.2кг",https://online.metro-cc.ru/products/12kg-prod-syr-50-terra-del-gusto-chef-pizza-topping,526.8,0,TERRA DEL GUSTO
218280,"Сыр плавленый Карат сливочный треугольники 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-25-karat-slivochnyy-krug-bzmzh,109,0,КАРАТ
106974,"Сыр плавленый Карат карамельный 30%, 230г",https://online.metro-cc.ru/products/karat-karamelnyj-desertnyj-30-230-g,169,0,КАРАТ
271877,"Сыр Беловежские сыры Фета белая 40%, 250г",https://online.metro-cc.ru/products/250g-syr-feta-belaya-40-belovezhskie-syry-bzmzh,219,0,БЕЛОВЕЖСКИЕ СЫРЫ
269365,"Сыр Natura сливочный легкий нарезка 30%, 300г",https://online.metro-cc.ru/products/300g-syr-30-natura-slivochnyy-legkiy-narezka-bzmzh,499,0,NATURA
623195,"Сыр Alti Бри мягкий с белой плесенью снек 60%, 180г",https://online.metro-cc.ru/products/bri-alti-snek-180g-bzmzh,419,0,ALTI
662320,"Сыр плавленый Viola Четыре Сыра треугольники 45%, 130г",https://online.metro-cc.ru/products/valio-viola-chetyre-8-porcij-45-130g-bzmzh,128,115.01,VIOLA
116706,"METRO Chef Сыр моцарелла Фиор ди Латте 45%, 125г",https://online.metro-cc.ru/products/125g-45-metro-chef-mocarella-fiordilatt-bzmzh,158,0,METRO CHEF
663835,"Сыр плавленый President Creme De Chevre 50%, 125г",https://online.metro-cc.ru/products/president-creme-de-chevre-125g-bzmzh,238,0,PRESIDENT
666472,"Сыр плавленый Viola 4 сыра 50%, 200г",https://online.metro-cc.ru/products/viola-4-50-200g-bzmzh,219,0,VIOLA
254893,"Сыр Ларец Чили-паприка нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-45-larets-chilipaprika-narezka-bzmzh,237,0,ЛАРЕЦ
271880,"Сыр Беловежские сыры Брынза белая 40%, 250г",https://online.metro-cc.ru/products/250g-syr-brynza-belaya-40-belovezhskie-syry-bzmzh,219,0,БЕЛОВЕЖСКИЕ СЫРЫ
228225,"Сыр Эконива Momente aus Schollbrunn полутвердый 50%, 200г",https://online.metro-cc.ru/products/200g-syr-polutverdyy-50-ekoniva-sholbrunn-bzmzh,229,0,ЭКОНИВА
203935,"Сыр Bergstolz Matterhorn 6 месяцев выдержки 50%, 100г",https://online.metro-cc.ru/products/100g-syr-50-bergstolz-matterhorn-6-mes-vyderzh-bzmzh,243,189,BERGSTOLZ
663845,"Сыр плавленый President Крем де Блю 50%, 125г",https://online.metro-cc.ru/products/president-creme-de-bleu-125g-bzmzh,238,0,PRESIDENT
237620,"Сыр Томм Сельские традиции козий твердый 50%, ~200г",https://online.metro-cc.ru/products/syr-koziy-tomm-selskie-traditsii-50-200g,499.8,0,СЕЛЬСКИЕ ТРАДИЦИИ
203934,"Сыр Bergstolz Swiss D'Or твердый 52%, 100г",https://online.metro-cc.ru/products/100g-syr-50-bergstolz-swiss-dor-6-mes-vyderzh-bzmzh,213,199,BERGSTOLZ
21714,"Сыр плавленый President с ветчиной треугольники, 140г",https://online.metro-cc.ru/products/president-s-vetchinoj-8-treugolnikov-140-g-bzmzh,132,0,PRESIDENT
213128,"Сыр Кабош Kilt полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-kilt-45-kabosh-narezka-bzmzh,243,0,КАБОШ
119946,"METRO Chef Сыр из смешанного молока 50%, 250г",https://online.metro-cc.ru/products/metro-chef-iz-smeshannogo-moloka-kusok-50-250g-bzmzh,419,0,METRO CHEF
213940,"Сыр Радость вкуса Российский полутвердый нарезка 45%, 350г",https://online.metro-cc.ru/products/350g-syr-rossiyskiy-45-radost-vkusa-klassicheskiy-nar-bzmzh,429,399,РАДОСТЬ ВКУСА
78119,"Сыр плавленый President Маасдам треугольники, 140г",https://online.metro-cc.ru/products/art-78119,132,0,PRESIDENT
107154,"Сыр Ипатов Бри с белой плесенью 60%, 150г",https://online.metro-cc.ru/products/ipatov-bri-s-beloj-60-150g,429,0,ИПАТОВ
211632,"Сыр Кабош Grande Fortezza Rizerva D'Oro твердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-50-kabosh-grande-fortezza-rizerva-doro-bzmzh,389,0,КАБОШ
225487,"Сыр Natura selection White&Blue с голубой плесенью 60%, 125г",https://online.metro-cc.ru/products/125g-syr-whiteblue-60-natura-selection-s-plesenyu-bzmzh,449,0,NATURA SELECTION
124432,"Сыр Эндорф Тульер твердый 50%, 200г",https://online.metro-cc.ru/products/200g-tvorozh-50-endorf-tulyere-bzmzh,389,0,ЭНДОРФ
231174,"METRO Chef Сыр алтайский 50%, 200г",https://online.metro-cc.ru/products/metro-chef-syr-altayskiy-50-200g,369,0,METRO CHEF
236024,"Сыр плавленый President копченые колбаски 45%, 400г",https://online.metro-cc.ru/products/syr-plavlenyy-president-kopchenye-kolbaski-45-400g,329,279,PRESIDENT
236026,"Сыр плавленый President запеченная курица 45%, 400г",https://online.metro-cc.ru/products/syr-plavlenyy-president-zapechennaya-kuritsa-45-400g,349,279,PRESIDENT
32228,"Сыр Долголетие Кавказский мягкий 45%, 300г",https://online.metro-cc.ru/products/dolgoletie-45-300g,349,0,ДОЛГОЛЕТИЕ
112949,"Сыр Cheese Gallery Parmegrino Гойя твердый 40%, 180г",https://online.metro-cc.ru/products/syr-tverdyj-cheese-gallery-parmegrino-gojya-40-180g,429,0,CHEESE GALLERY
244535,"Сыр Сырная губерния Tom de Bois выдержанный полутвердый 41%, 200г",https://online.metro-cc.ru/products/200g-syr-tome-de-bua-41-syrnaya-guberniya-vyderzh-vu-bzmzh,339,0,TOM DE BOIS
561791,"Сыр плавленый Viola с лисичками 50%, 400г",https://online.metro-cc.ru/products/valio-viola-s-lisichkami-400g-bzmzh,369,0,VIOLA
216563,"Сыр Viola Royal Cheese Young твердый 40%, 200г",https://online.metro-cc.ru/products/200g-syr-tverdyy-40-royal-cheese-young-viola-bzmzh,419,339,VIOLA
254895,"Сыр Ларец топленое молоко 45%, 245г",https://online.metro-cc.ru/products/245g-syr-45-zolotoy-larets-toplenoe-moloko-bzmzh,359,0,ЛАРЕЦ
137354,"Сыр плавленый Viola с лисичками в ломтиках 45%, 140г",https://online.metro-cc.ru/products/syr-plavlennyy-viola-s-lisichkami-narezka-45-140g-bzmzh,153,125,VIOLA
44357,"Сыр Jalo Kerma Легкий нарезка 30%, 140г",https://online.metro-cc.ru/products/syr-jalo-kerma-legkij-30-fasovannyj-narezka-140-g,191,0,JALO KERMA
116687,"Сыр плавленый Карат с лососем 45%, 90г",https://online.metro-cc.ru/products/karat-s-lososem-45-90-g-bzmzh,67.9,0,КАРАТ
256235,"Сыр бри Whitecheese from Zhukovka с белыми грибами 60%, 125г",https://online.metro-cc.ru/products/125g-syr-bri-60-whitecheese-from-zhukovka-s-bel-grib-bzmzh,329,0,WHITECHEESE FROM ZHUKOVKA
